id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20083,Unique in Södermalm SOFO Stockholm,75962,Lovisa,,Södermalms,59.30833,18.08615,Entire home/apt,1043,4,12,2014-06-14,0.09,1,364
75590,Amazing nature location by a lake,397766,Peter,,Skarpnäcks,59.30117,18.12833,Entire home/apt,949,30,10,2015-07-11,0.16,1,139
155220,"Stockholm, new spacoius villa",746396,Madeleine,,Skarpnäcks,59.24615,18.1787,Entire home/apt,1200,3,0,,,2,48
164448,Double room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31389,18.06087,Private room,643,3,313,2019-07-11,2.64,2,166
170651,Petit Charm Rooftop next to heaven,814021,Marie,,Södermalms,59.31702,18.02946,Entire home/apt,634,4,34,2012-08-04,0.56,1,296
206221,Doubleroom at Södermalm &trendySofo,1022374,Elisabeth,,Södermalms,59.31074,18.08128,Shared room,669,3,79,2018-07-04,0.90,1,322
208366,Central apt. in Sofo .Perfect 4 Families & Kids,993889,Bartholomew Lion,,Södermalms,59.30876,18.08218,Entire home/apt,1021,3,36,2017-09-25,0.36,1,298
220851,One room in appartement,412283,Fredric,,Kungsholmens,59.33351,18.03693,Private room,500,3,48,2017-09-08,0.68,1,353
238411,Cozy apartment in central Stockholm,1250232,Mia,,Norrmalms,59.33872,18.05131,Entire home/apt,1043,1,112,2016-12-13,0.99,1,78
242188,Single room in central Stockholm with Wi-Fi,784312,Li,,Södermalms,59.31198,18.06076,Private room,571,2,310,2020-02-07,2.86,2,165
273906,Penthouse in central Stockholm,1432722,Rodrigo,,Södermalms,59.30543,18.10771,Entire home/apt,1740,6,8,2016-09-12,0.07,1,233
278311,Entire apt (some weeks this summer),1452838,Linnéa,,Farsta,59.24655,18.08539,Entire home/apt,450,2,53,2015-07-29,0.48,1,255
283446,Comfort Stay @ Kista - Super Value!,1476562,Vidhatri,,Rinkeby-Tensta,59.41407,17.91337,Private room,360,2,104,2017-10-08,0.97,2,18
299154,Cosy apartment central at Sodermalm,1541953,Daniel,,Södermalms,59.31846,18.07042,Entire home/apt,684,2,534,2019-08-09,6.04,1,169
301680,one cosy double room for rent,1554143,Anitta,,Älvsjö,59.27635,17.99165,Private room,750,1,35,2018-07-16,0.47,2,365
302496,"Spacious, bright, unique apartment",1557657,Seta,,Norrmalms,59.34685,18.06056,Entire home/apt,3000,5,67,2020-10-31,1.21,1,348
313195,"Design, style & vintage by Odenplan",956221,David,,Norrmalms,59.34737,18.04984,Entire home/apt,1026,3,45,2017-08-13,0.74,1,137
313763,Excellent location in the city center,1533849,Martin P.,,Norrmalms,59.34283,18.0493,Private room,430,3,51,2019-08-30,0.66,1,0
331631,Experience Stockholm & its Nature,546525,Tina,,Skärholmens,59.28872,17.91608,Entire home/apt,950,60,1,2012-09-06,0.01,1,318
368952,Small house,746396,Madeleine,,Skarpnäcks,59.24656,18.17775,Entire home/apt,360,1,19,2013-06-09,0.18,2,138
385701,"Terrace house in Stockholm, Farsta",1930434,Alex,,Farsta,59.25094,18.09676,Entire home/apt,790,7,7,2017-08-02,0.10,2,13
438129,Bunk bed close by Alvsjo Exhibition,914316,Ea,,Enskede-Årsta-Vantörs,59.26424,18.02277,Private room,350,1,22,2012-06-01,0.26,1,365
441476,Nice apartment close to Lykke,2040999,Csilla,,Södermalms,59.31391,18.08227,Entire home/apt,923,2,77,2016-08-25,0.88,1,200
442837,Modern single room in Stockholm with Wi-fi,2200827,Jo,,Hägersten-Liljeholmens,59.31059,18.02369,Private room,571,2,96,2019-08-11,0.89,1,181
451155,Spacious house in Stockholm,2240860,Malin,,Enskede-Årsta-Vantörs,59.28003,18.05527,Entire home/apt,1500,3,23,2018-08-04,0.44,1,303
475409,CHARMING 1 Bed Room in City Center (share),2356697,Cor,,Södermalms,59.31412,18.08274,Private room,467,3,44,2017-06-29,0.53,1,0
478105,• ARTISTIC PENTHOUSE NEAR CITY/long & short term •,1756346,Christian,,Hägersten-Liljeholmens,59.30297,17.99297,Entire home/apt,1190,6,31,2018-11-24,0.38,1,323
514133,City Apartment - 1 bedroom all furnished and fresh,2532579,Mira,,Norrmalms,59.33992,18.04361,Entire home/apt,1557,1,5,2013-05-29,0.06,1,62
533880,Nice room Erik Dahlbergsgatan,2624450,Jarl,,Östermalms,59.34412,18.08957,Private room,564,10,105,2018-07-21,0.97,1,0
536691,Charming flat in Södermalm,2636194,Cecilia,,Södermalms,59.31863,18.05503,Entire home/apt,1026,4,88,2019-07-04,0.91,1,316
560308,Great 2 bedroom apartment Stockholm,2755002,Checkin,,Bromma,59.33536,17.97669,Entire home/apt,1760,2,8,2019-12-09,0.62,3,231
565912,Savor Sea Views at a Sweet Retreat with Heaving Bookshelves,2782963,Patrik,,Hägersten-Liljeholmens,59.31711,18.00519,Entire home/apt,2409,7,20,2019-07-02,0.24,1,28
568341,Junior 1 bedroom Apartment Stockholm 2,2755002,Checkin,,Kungsholmens,59.33583,18.02983,Entire home/apt,909,2,4,2017-07-10,0.06,3,329
581243,Great Room in City Center,2860556,Edwin,,Östermalms,59.33894,18.0919,Private room,423,1,588,2021-06-21,5.41,1,3
590393,"Modern apt. City centre, 10min walk to city hall",2913233,Anna,,Kungsholmens,59.33057,18.02163,Private room,636,1,35,2014-08-27,0.36,1,342
608672,Cozy & peaceful studio in a superb city location,3016996,Karin,,Norrmalms,59.33817,18.0585,Entire home/apt,514,1,473,2021-06-29,4.76,1,339
610948,"Artistic bright apt, great location",2594467,Lina,,Södermalms,59.31894,18.05797,Entire home/apt,1190,4,35,2019-09-15,0.41,1,84
647314,Large and beautiful bedroom in central Södermalm.,3237232,Mallika,,Södermalms,59.31614,18.06266,Private room,800,2,280,2020-02-20,2.84,1,348
667547,Luxury3 room apt central Stockholm,2376735,Jonas,,Norrmalms,59.34414,18.0444,Entire home/apt,2800,1,46,2019-07-05,0.57,1,364
674477,"Duplex Apartment, Centre of Stockho",1527146,Max,,Södermalms,59.31413,18.06583,Entire home/apt,2400,4,49,2019-06-20,0.72,1,347
687247,Luxury apartment - Old Town,3507028,Pontus,,Södermalms,59.32472,18.06776,Entire home/apt,2900,6,19,2019-08-24,0.38,1,178
723539,"Lovely Apt-central, calm, nice area",2586493,Mathias,,Östermalms,59.33762,18.07729,Entire home/apt,486,14,126,2019-08-15,1.48,1,0
739726,Stockholm City- Centrally Located,2400487,Sanna,,Södermalms,59.31414,18.08102,Entire home/apt,730,4,92,2019-11-10,0.88,1,16
755843,Nice apartment in the city center,3978910,Pär,,Kungsholmens,59.32881,18.03559,Entire home/apt,974,2,122,2019-11-04,1.98,1,285
763407,Cozy flat in central Stockholm,3549257,Gabriella,,Norrmalms,59.34489,18.05216,Entire home/apt,2350,3,94,2018-07-04,0.95,1,8
770995,Fin lägenhet på nedre Kungsholmen.,4067436,Peter,,Kungsholmens,59.32881,18.04668,Entire home/apt,3650,5,15,2021-06-27,0.56,1,363
776155,Unique exclusive quiet penthouse/loft,3963441,Ann-Sofie,,Norrmalms,59.34353,18.05081,Entire home/apt,1800,5,22,2018-10-09,0.22,1,15
785218,Unique 3 floor Town House,4139711,Fredrik,,Kungsholmens,59.32142,17.99469,Entire home/apt,1500,5,10,2019-08-10,0.14,1,200
795354,"Exclusive apartment, best location",3972727,Gustav,,Norrmalms,59.33981,18.06163,Entire home/apt,1217,1,52,2019-12-08,1.31,1,358
810344,Style and charm heart of Stockholm,3189338,Lisa,,Östermalms,59.33591,18.08483,Entire home/apt,1500,2,112,2017-03-16,1.33,1,364
822497,Apartment for six with a terrace!,4319402,Moa,,Hägersten-Liljeholmens,59.29788,17.98505,Entire home/apt,830,2,38,2019-07-19,0.45,1,49
838442,City Backpackers  - 6 Bed Apartment with Sauna,4380521,Joakim,,Norrmalms,59.33593,18.05542,Entire home/apt,2040,1,46,2019-06-17,0.87,3,308
840600,Nice room in central Stockholm,4390012,Marita,,Kungsholmens,59.33633,18.03002,Private room,650,3,81,2019-08-19,1.23,1,161
858902,Single room-city centre of Sthlm G,4495747,Lotta,,Östermalms,59.33884,18.08536,Private room,720,4,35,2017-06-26,0.57,2,89
862868,Central studio apartment top floor,4523620,Pernilla,,Kungsholmens,59.33,18.0447,Entire home/apt,900,30,4,2015-08-17,0.06,1,105
871262,Single room-city centre of Sthlm Y,4495747,Lotta,,Östermalms,59.33694,18.08423,Private room,690,5,40,2019-08-06,0.49,2,180
875505,Super centric attic at Stureplan,3976818,Freja,,Norrmalms,59.3313,18.0725,Entire home/apt,1342,3,54,2019-08-28,2.32,1,176
903577,Rum nära Globen uthyres,4830362,Jeanette,,Enskede-Årsta-Vantörs,59.28674,18.0953,Private room,525,1,5,2019-05-11,0.08,1,90
904739,Studio in city center,713422,Menaf,,Södermalms,59.31636,18.02743,Entire home/apt,600,4,67,2019-11-24,0.85,1,261
916806,Unique place with panoramic view!!,4922434,Julia,,Skärholmens,59.27977,17.89568,Entire home/apt,593,2,282,2019-09-22,2.86,3,199
938750,Penthouse in Stockholm,4664327,Peter,,Södermalms,59.31577,18.07724,Private room,3000,14,1,2013-11-09,0.01,1,336
954832,Central Stockholm studio - also for longer stays,4059782,Mikael,,Kungsholmens,59.33567,18.03108,Entire home/apt,800,2,224,2020-08-17,2.61,1,291
974175,Turn of the century - Vasastan,67255,Sofie & Jesper,,Norrmalms,59.34463,18.04589,Entire home/apt,1849,2,123,2021-03-31,1.52,1,202
975364,Central & Trendy Big Room + Balcony,5103905,Max,,Södermalms,59.31671,18.05319,Entire home/apt,1500,5,5,2018-08-30,0.05,1,88
1041103,Aspudden Close to the city.,5731936,Karoline,,Hägersten-Liljeholmens,59.31096,18.00796,Private room,400,4,44,2019-07-21,0.46,1,16
1048260,Charming & bohemic 1 bedroom flat,5770735,Annika,,Skarpnäcks,59.29782,18.08865,Entire home/apt,700,3,71,2019-09-26,0.73,1,345
1054406,Spacious safe scenic near Stockholm,5806608,Thomas,,Älvsjö,59.27347,17.958,Entire home/apt,895,2,121,2019-12-27,1.68,1,330
1096827,Charming flat in the Garden-suburb,6027093,Anita,,Enskede-Årsta-Vantörs,59.28454,18.0866,Entire home/apt,800,4,45,2018-07-24,0.59,1,166
1117037,Nice big room,6130990,Polina,,Enskede-Årsta-Vantörs,59.26298,18.03802,Private room,400,1,33,2019-08-09,0.72,2,237
1126893,2 room apmt in central Sthlm with water view,6182136,Linus,,Kungsholmens,59.32769,18.0365,Entire home/apt,1300,4,32,2018-01-05,0.64,1,83
1139359,Big & modern with unbeatable location in SoFo/City,6249330,Cecilia Maria,,Södermalms,59.31341,18.07712,Entire home/apt,3200,4,5,2018-04-04,0.11,1,15
1145856,2 cozy rooms in downtown Sundbyberg,6283192,Jane Rothman,,Norrmalms,59.32945,18.06386,Private room,1000,3,0,,,1,90
1153177,Lovely Apartment Central Stockholm,6319741,Terry,,Östermalms,59.34453,18.08507,Entire home/apt,2900,4,127,2019-09-01,1.29,1,363
1158893,Quiet Oasis Near Central Stockholm,2043953,Dany,,Hägersten-Liljeholmens,59.2932,17.95069,Entire home/apt,2895,3,78,2019-07-07,1.02,1,344
1165023,OPEN (70m2) SUNNY SOFO FLAT for 4 with BALCONY!,2003536,Elizabeth,,Södermalms,59.30852,18.08129,Entire home/apt,789,3,37,2017-09-03,0.52,1,0
1166419,Central apartement in Stockholm!,6387456,Margit,,Norrmalms,59.34858,18.05753,Entire home/apt,800,4,13,2018-06-01,0.21,1,84
1168964,Big bright bedroom!,4640226,Leila,,Skarpnäcks,59.26466,18.12983,Private room,400,1,39,2015-10-11,0.55,1,87
1170669,House with garden close to city,6409405,Jennie,,Enskede-Årsta-Vantörs,59.28332,18.04978,Entire home/apt,2000,3,4,2019-06-17,0.04,1,205
1170766,A Studio at Mariaberget,6409820,Annika,,Södermalms,59.32047,18.05648,Private room,750,3,153,2018-10-09,1.55,1,283
1173290,Great attic quiet apt in SthlmCity,6422311,Christian,,Norrmalms,59.34001,18.02843,Entire home/apt,1405,28,23,2015-06-27,0.27,2,305
1204621,Room in Gärdet for 1-2 people,6580202,Nettan,,Östermalms,59.34636,18.11033,Private room,450,1,130,2019-05-15,1.50,1,0
1205051,"Apartment in the heart of Södermalm, SoFo",6581593,Viktor,,Södermalms,59.31267,18.08602,Entire home/apt,800,4,76,2019-08-06,0.79,1,329
1228583,Södermalm - outstanding view,6701871,Linda,,Södermalms,59.31016,18.05401,Entire home/apt,950,7,14,2019-01-05,0.54,1,14
1231897,Room for rental in Stockholm,6718202,Alexander,,Skarpnäcks,59.2753,18.13421,Private room,544,2,32,2019-08-17,0.45,1,365
1234109,Charming top floor ap with balcony,6729867,Nathalie,,Kungsholmens,59.33262,18.03513,Entire home/apt,1100,3,27,2020-08-27,0.37,1,50
1234960,"Amazing, child friendly house with  large garden",6246528,Jacob,,Enskede-Årsta-Vantörs,59.28009,18.06047,Entire home/apt,2000,3,65,2019-09-29,0.79,1,11
1244357,Elegant flat in the city heart,6782746,Elliott And Rebecca,,Norrmalms,59.34487,18.05299,Entire home/apt,1900,3,17,2017-07-07,0.31,1,363
1244657,Single bed at the lock of Stockholm,4122575,Nic & Usha,,Södermalms,59.32081,18.07104,Private room,569,3,72,2019-08-22,1.14,2,85
1250227,Idyllic apartment in central Stockh,6812616,Per,,Östermalms,59.34199,18.06906,Entire home/apt,700,90,24,2018-03-25,0.25,1,365
1251666,10min walk to Stockholm City Center,6819493,Marie-Andree,,Östermalms,59.35087,18.06241,Entire home/apt,875,5,0,,,1,141
1255668,"Seawiew, and a private terrace - 15 min to city!",6839874,Sandra,,Kungsholmens,59.32357,17.98983,Entire home/apt,1200,7,22,2018-07-27,0.26,1,103
1258584,"Unique VIlla ""in the city""",6854622,Maria & Robert,,Kungsholmens,59.31886,17.98479,Private room,3280,7,0,,,1,365
1262188,Sunny Södermalm - central family apartment!,6873897,Karin,,Södermalms,59.31382,18.06254,Entire home/apt,1300,4,51,2016-07-26,0.52,1,2
1263558,101 sqm in central Stockholm,6879406,Carl,,Norrmalms,59.34607,18.06306,Entire home/apt,1500,12,7,2018-08-12,0.13,1,245
1264057,Apartment 3 km from city center,6882378,Sandra,,Norrmalms,59.34946,18.02727,Entire home/apt,429,2,26,2018-08-18,0.31,1,49
1267540,Cozy family flat in Hornstull,6305220,,,Södermalms,59.31815,18.0301,Entire home/apt,1000,5,1,2019-08-11,0.04,1,0
1271843,Trendy and stylish Södermalm,6922243,André,,Södermalms,59.31664,18.05903,Private room,1100,2,145,2020-09-21,1.94,1,306
1303522,Härlig lägenhet i Hornstull,6974821,Camilla,,Södermalms,59.31742,18.02748,Entire home/apt,700,1,13,2018-05-28,0.17,1,0
1304431,Topmodern apartment in trendy Söder,7091321,Madeleine,,Södermalms,59.31873,18.03557,Entire home/apt,2990,4,48,2019-07-02,0.58,1,275
1307331,Nice townhouse close to Stockholm C,7107147,Marcus,,Hägersten-Liljeholmens,59.30438,17.96837,Entire home/apt,2050,3,26,2017-06-12,0.27,1,226
1323114,"Charming, elegant condo in downtown Stockholm city",2140764,Andreas,,Norrmalms,59.346,18.04746,Entire home/apt,1304,3,0,,,1,179
1323752,90 m2 family flat mid Södermalm,7185274,Linda,,Södermalms,59.31323,18.05996,Entire home/apt,2210,6,4,2014-07-31,0.04,1,17
1326959,Room in central Stockholm Södermalm,7201533,Kajje,,Södermalms,59.30876,18.06514,Private room,586,4,61,2019-09-01,0.83,1,43
1334246,"B&B i Centrala Södermalm,Stockholm",7236601,Mia,,Södermalms,59.31313,18.05693,Private room,600,1,97,2019-12-01,1.31,1,358
1369232,Nice room close to downtown,7425669,Håkan,,Skarpnäcks,59.29562,18.09225,Private room,450,2,88,2019-09-18,1.01,1,268
1380488,Quiet peaceful apt at Mariatorget,7475248,Gunilla,,Södermalms,59.31197,18.06681,Entire home/apt,1500,3,26,2019-09-01,0.29,1,173
1381616,"Stockholm, Östermalm w yard & hen!",6120456,Viktoria,,Östermalms,59.35365,18.09849,Entire home/apt,3000,6,23,2018-07-07,0.25,1,364
1389319,Nice apartment with 50 sqm private terrace,7514718,Fredrik,,Kungsholmens,59.33163,17.99772,Entire home/apt,1500,2,0,,,1,87
1400135,"Gem at Östermalm,heart of Stockholm",7561846,Sissela,,Östermalms,59.33597,18.08813,Entire home/apt,2000,3,50,2019-06-13,0.79,1,353
1417777,"Very small room, very central",7638228,Sara,,Kungsholmens,59.32916,18.02933,Private room,600,2,32,2018-08-11,0.44,1,353
1452323,old house on Slussen with great view,7791989,Charlotte,,Södermalms,59.31983,18.07302,Entire home/apt,1200,7,8,2018-09-20,0.11,1,16
1469714,"",4361489,Jonas,,Skarpnäcks,59.28659,18.11973,Entire home/apt,2200,3,56,2020-02-21,0.61,1,300
1486023,Newly renovated and close to metro.,7948578,Amaniel,,Skarpnäcks,59.26545,18.13086,Private room,350,2,186,2020-01-26,2.05,1,340
1497100,Ett rum i min mysiga lägenhet,8000729,Catherine,,Skarpnäcks,59.27643,18.13432,Private room,450,2,92,2019-08-26,1.08,1,332
1511324,Private room with a single bed.,6144310,Daniel,,Hägersten-Liljeholmens,59.30866,18.0197,Private room,974,1,0,,,1,365
1514308,Eget rum i Stockholm.,8085644,Lidia,,Enskede-Årsta-Vantörs,59.2596,18.02515,Private room,824,1,0,,,1,0
1516772,Stockholm! Lovely central attic apt,8098475,Emilia,,Södermalms,59.32027,18.05884,Entire home/apt,1500,3,18,2019-08-27,0.20,1,88
1526905,Townhouse in beautiful Stockholm,8127405,Susanna & Markus,,Skärholmens,59.27477,17.8875,Entire home/apt,899,3,6,2018-08-05,0.10,1,22
1543822,In the heart of Stockholm,1022774,Darya,,Norrmalms,59.33839,18.0476,Entire home/apt,1097,5,58,2019-10-10,0.77,1,18
1553258,1909's charming house with garden,8271834,Annette,,Enskede-Årsta-Vantörs,59.2846,18.09112,Entire home/apt,1740,4,17,2017-04-11,0.20,1,22
1568831,Lugnt läge nära pulsen,7945967,Mari,,Hägersten-Liljeholmens,59.30726,18.02006,Entire home/apt,800,4,18,2018-07-17,0.25,1,331
1578027,Stockholm close to City 15min to Central station-1,8387566,Mats,,Hägersten-Liljeholmens,59.30522,17.97684,Private room,183,7,11,2016-06-13,0.20,4,246
1595682,New renovated old town apartment,7262219,Charlie,,Södermalms,59.32443,18.07014,Entire home/apt,1600,3,148,2019-11-10,2.43,1,11
1608473,Stockholm city cosy small apartment,7596150,Marie,,Norrmalms,59.34631,18.05536,Entire home/apt,810,90,58,2019-12-28,0.68,1,44
1622938,Incredible view from apartment!,5261161,Yamilla,,Södermalms,59.31892,18.07324,Entire home/apt,2900,2,29,2019-08-05,0.61,1,94
1629604,Double bed in Monica´s palace,6173224,Monica,,Rinkeby-Tensta,59.38526,17.92317,Private room,200,60,42,2014-08-17,0.52,3,201
1629766,Great room & 10 minutes t downtown,8662135,Per,,Bromma,59.33486,17.98574,Private room,380,2,60,2018-07-03,0.98,2,177
1634582,Stay in the unique Old town!,8682987,Annika,,Södermalms,59.32465,18.07507,Entire home/apt,1690,3,197,2020-02-21,2.47,1,0
1636267,Nice room in the very city,8690323,Marina,,Norrmalms,59.33775,18.05382,Private room,575,2,262,2019-09-22,2.82,1,48
1661738,2 Room Strandv-Stureplan-Östermalm Chic Best City,8643876,Ann & Lars,,Östermalms,59.33384,18.07844,Entire home/apt,3349,90,1,2019-12-22,0.05,1,110
1670153,Near the castle Drottningholm  our  King live,8842749,Helena,,Bromma,59.33265,17.90751,Private room,790,1,0,,,1,89
1695375,Room for two in Hornstull,6258710,Jennie,,Hägersten-Liljeholmens,59.30509,18.01309,Private room,600,2,50,2016-08-06,0.54,1,228
1705234,Nice & cosy 2-room apt in Södermalm,8941577,Lovisa,,Södermalms,59.31063,18.07854,Entire home/apt,699,7,105,2020-06-29,1.15,2,77
1749268,Södermalm - Close to everything!,9204287,Frank,,Södermalms,59.30786,18.06788,Entire home/apt,1600,2,117,2019-10-20,1.47,1,0
1750830,Rooms with double beds,9210474,Jonas,,Södermalms,59.31862,18.06506,Private room,790,2,177,2019-11-03,2.46,1,293
1770378,Nice studio apartment in Stockholm,8213762,Sait,,Skarpnäcks,59.29916,18.09469,Entire home/apt,710,3,76,2017-01-29,1.11,1,200
1840491,Double room with private bathroom,9618596,Ami,,Södermalms,59.31682,18.05794,Private room,790,2,197,2019-11-18,2.32,1,364
1896146,"Big beautiful apartment, Stockholm",9851187,Thomas,,Södermalms,59.31442,18.07685,Entire home/apt,3400,6,28,2018-08-13,0.35,1,332
1899299,Apartment with balcony in SoFo,9864929,Anna,,Södermalms,59.31455,18.08412,Entire home/apt,1100,2,24,2015-11-16,0.38,1,0
1949186,"Spacious apartment, great location.",1675218,Sara,,Södermalms,59.31698,18.03455,Entire home/apt,2100,1,16,2020-01-19,0.17,1,308
1974861,An amazing 1BHK at Soedermalm.,4122575,Nic & Usha,,Södermalms,59.3211,18.06937,Private room,1332,5,0,,,2,89
1976424,Spacious family villa - Bromma,10193488,Magnus,,Bromma,59.32446,17.93298,Entire home/apt,1500,3,2,2015-08-15,0.02,1,5
1981087,Quiet room nearby nature and town with breakfast,6339311,Ulrike,,Skärholmens,59.29226,17.92663,Private room,450,2,84,2019-05-11,1.00,2,211
1987813,Cosy place near nature and town incl ecobreakfast,6339311,Ulrike,,Skärholmens,59.29336,17.92649,Private room,450,2,54,2019-06-30,0.60,2,257
2015509,Large colorful and bright family home,9028233,Filip,,Södermalms,59.31926,18.04005,Entire home/apt,2256,3,50,2020-01-04,0.67,1,29
2049610,Cosy and elegant flat for families + wifi,10505049,Stefan,,Norrmalms,59.34387,18.03548,Entire home/apt,1450,4,4,2020-12-27,4,1,5
2050395,Charming apt for couple or family,8192459,Carina,,Hägersten-Liljeholmens,59.30206,18.00726,Entire home/apt,1000,5,59,2018-08-21,0.67,1,82
2082364,"80m2  Bright, Spacious apartment - Trendy location",5418555,Sindy,,Enskede-Årsta-Vantörs,59.29695,18.08046,Entire home/apt,2000,5,4,2017-08-11,0.11,1,0
2106913,Cosy & Quiet studio Kungsholmen,10741379,Moa,,Kungsholmens,59.33267,18.01661,Entire home/apt,485,6,29,2018-06-17,0.41,1,19
2113398,"Central Sodermalm Stockholm, WIFI - design - clean",10658836,Fofo,,Södermalms,59.31477,18.09454,Entire home/apt,2307,3,91,2019-09-14,1.07,1,363
2114742,Cozy apartment in Årsta,10781645,Moa,,Enskede-Årsta-Vantörs,59.29745,18.05736,Entire home/apt,590,2,44,2018-11-08,0.76,1,52
2122036,Modern home next to Stureplan,10295304,Tina,,Norrmalms,59.33819,18.06881,Entire home/apt,1200,90,101,2018-07-04,1.19,1,88
2166026,Stockholm house close to fair/town,4455221,Janu,,Enskede-Årsta-Vantörs,59.26965,18.06399,Entire home/apt,2400,2,204,2019-10-03,2.40,2,339
2190867,Charming and spacious with balcony,11173110,Carina,,Södermalms,59.31128,18.06236,Entire home/apt,2143,2,75,2021-07-16,0.89,1,50
2208884,Bright spacious room with a view,11266733,Caroline,,Södermalms,59.31996,18.04348,Private room,600,3,43,2018-12-04,0.61,1,278
2241162,Stylish flat in upscale city centre,10152883,Martina,,Norrmalms,59.34772,18.06245,Entire home/apt,1600,3,12,2018-05-05,0.14,1,0
2276398,Designflat in heart of Sodermalm,450449,Ulf,,Södermalms,59.31849,18.03087,Entire home/apt,1501,2,39,2019-07-18,0.46,3,0
2312332,Room - 1 person. Exclusive city center apartment,4203812,Lova,,Östermalms,59.33564,18.07465,Private room,600,2,75,2020-08-11,0.96,1,0
2351730,New build apartment. 15 min to city,12009467,Sherin,,Södermalms,59.30954,18.10386,Entire home/apt,1100,5,1,2014-07-08,0.01,1,365
2360468,A clean room with everything you need!,12054492,Maria,,Enskede-Årsta-Vantörs,59.30026,18.06767,Private room,315,2,26,2017-08-14,0.43,1,29
2382805,central studio appartment,12170547,Yamandu,,Södermalms,59.31834,18.05828,Entire home/apt,793,3,179,2021-04-07,2.13,1,353
2402123,Stylish 63 sqm in Röda Bergen/Vasastan,3440112,Erik,,Norrmalms,59.34483,18.03756,Entire home/apt,871,5,2,2019-08-04,0.08,1,7
2450331,Central apartment,12529935,Mikael,,Norrmalms,59.34496,18.05438,Entire home/apt,801,3,127,2020-04-06,1.84,1,188
2466500,Compact living in Södermalm - SoFo,9169254,Monica,,Södermalms,59.30908,18.0786,Entire home/apt,999,3,57,2019-05-26,0.65,1,364
2472739,Lovely room - great location!,12646214,Barbara,,Kungsholmens,59.32862,18.02859,Private room,599,3,68,2019-06-10,0.79,1,365
2508990,Studio apartment in quiet area,12840873,Christian,,Kungsholmens,59.3326,17.99644,Entire home/apt,700,3,36,2015-06-02,0.42,1,0
2511512,Perfect townhouse for a family,12856787,Johanna,,Hässelby-Vällingby,59.38307,17.86391,Entire home/apt,1500,5,1,2016-05-08,0.02,1,173
2533326,"Lummigt, lugnt och Citynära",12975156,Johan,,Älvsjö,59.27697,17.9715,Entire home/apt,1000,5,17,2014-07-13,0.20,1,201
2537297,Beautiful apartment,6922769,Henrik,,Bromma,59.33362,17.98046,Entire home/apt,800,5,38,2021-05-24,0.52,1,25
2550607,Center Studio Apartment,2206725,Christopher,,Norrmalms,59.34029,18.06076,Entire home/apt,699,2,41,2018-09-03,0.68,1,353
2557713,Amazing 3 BR.Perfect for families!,6944102,Marie,,Södermalms,59.31434,18.06096,Entire home/apt,2000,3,97,2020-01-02,1.13,1,212
2569100,Charming house close to city centre,9900158,Sophie,,Bromma,59.34657,17.90419,Entire home/apt,1950,3,25,2018-07-14,0.40,1,335
2589346,Close to city & nature. Calm area.,2203983,Annelie,,Hägersten-Liljeholmens,59.3088,17.9891,Private room,318,30,10,2020-05-12,0.14,1,46
2624356,Modern 4 room apartment Stockholm,13441032,Peter,,Kungsholmens,59.3398,18.00785,Entire home/apt,1602,2,13,2019-05-10,0.48,1,346
2639392,Bright cozy room in Stockholm!,3418393,Teresia,,Farsta,59.26278,18.07926,Private room,367,2,93,2021-07-04,1.11,1,276
2647595,Studio at Östermalm,7976790,Per,,Östermalms,59.33761,18.10043,Entire home/apt,427,3,264,2021-01-25,3.36,1,294
2649371,Green Room in Monica´s palace,6173224,Monica,,Rinkeby-Tensta,59.3853,17.92357,Private room,162,60,40,2015-08-21,0.50,3,48
2650231,"Apartment Södermalm, Stockholm",13566516,Ella,,Södermalms,59.3201,18.05927,Entire home/apt,1600,2,19,2018-08-07,0.74,1,0
2668289,3R apt close to Södermalm,13658686,Elin,,Södermalms,59.30371,18.09832,Entire home/apt,1058,4,64,2018-08-11,0.75,1,17
2682351,Spacious and comfortable room in central Stockholm,13731960,David,,Norrmalms,59.34708,18.04624,Private room,600,3,100,2019-05-12,1.20,1,91
2695984,Magic Trendy City Flat &lt;3,13799080,Evelyn,,Södermalms,59.30755,18.08037,Entire home/apt,999,1,169,2019-11-03,2.27,1,233
2700523,Centrally located for 3 ( possible 4 ) people,13819048,Oscar,,Kungsholmens,59.33785,18.0244,Entire home/apt,2000,3,13,2019-08-25,0.19,1,365
2715352,Waterfront appartment city center for 4 pers,13894935,Lina,,Södermalms,59.31951,18.03471,Entire home/apt,900,4,31,2019-07-17,0.42,1,11
2743728,Studio Apartment with Patio,14037172,Beatriz & Björn,,Kungsholmens,59.33379,18.02738,Entire home/apt,900,5,52,2015-09-30,0.62,1,339
2782550,"Modern, lovely view of Stockholm",11290074,Cornelia,,Södermalms,59.31849,18.05633,Entire home/apt,3077,2,67,2019-08-25,0.78,1,343
2812410,Nice city studio close to the water,13609159,A,,Norrmalms,59.33674,18.06009,Entire home/apt,850,3,21,2016-10-10,0.28,1,348
2820773,"3 rooms by Mariatorget, Södermalm.",14399097,Carina,,Södermalms,59.3172,18.06058,Entire home/apt,1495,5,12,2019-07-23,0.14,2,0
